5.1 ; 3.4 ; 0.1
5.1 ; 3.45 ; 0.1
5.1 ; 3.5 ; 0.1
5.1 ; 3.55 ; 0.1
5.1 ; 3.6 ; 0.1
5.1 ; 2.15 ; 0.1
5.1 ; 2.2 ; 0.1
5.1 ; 2.25 ; 0.1
5.1 ; 2.3 ; 0.1
5.1 ; 2.35 ; 0.1
5.1 ; 2.4 ; 0.1
5.1 ; 2.45 ; 0.1
5.1 ; 2.5 ; 0.1
5.1 ; 2.55 ; 0.1
5.1 ; 2.6 ; 0.1
5.1 ; 2.65 ; 0.1
5.1 ; 2.7 ; 0.1
5.1 ; 2.75 ; 0.1
5.1 ; 2.8 ; 0.1
5.1 ; 2.85 ; 0.1
5.1 ; 2.9 ; 0.1
5.1 ; 2.95 ; 0.1
5.1 ; 3 ; 0.1
5.1 ; 3.05 ; 0.1
5.1 ; 3.1 ; 0.1
5.1 ; 3.15 ; 0.1
5.1 ; 3.2 ; 0.1
5.1 ; 3.25 ; 0.1
5.1 ; 3.3 ; 0.1
5.1 ; 3.35 ; 0.1
5.1 ; 3.4 ; 0.1
5.1 ; 3.45 ; 0.1
5.1 ; 3.5 ; 0.1
5.1 ; 3.55 ; 0.1
5.1 ; 3.6 ; 0.1
5.1 ; 3.65 ; 0.1
5.1 ; 3.7 ; 0.1
5.1 ; 3.75 ; 0.1
5.1 ; 3.8 ; 0.1
5.1 ; 3.85 ; 0.1
5.1 ; 3.9 ; 0.1
5.1 ; 3.95 ; 0.1
5.1 ; 4 ; 0.1
5.1 ; 4.05 ; 0.1
5.1 ; 4.1 ; 0.1
5.1 ; 4.15 ; 0.1
5.1 ; 4.2 ; 0.1
5.1 ; 4.25 ; 0.1
5.1 ; 4.3 ; 0.1
5.1 ; 4.35 ; 0.1
5.1 ; 4.4 ; 0.1
5.1 ; 4.45 ; 0.1
5.1 ; 4.5 ; 0.1
5.1 ; 4.55 ; 0.1
5.1 ; 4.6 ; 0.1
5.1 ; 4.65 ; 0.1
5.1 ; 4.7 ; 0.1
5.1 ; 4.75 ; 0.1
5.1 ; 4.8 ; 0.1
5.1 ; 4.85 ; 0.1
5.1 ; 4.9 ; 0.1
5.1 ; 4.95 ; 0.1
5.1 ; 5 ; 0.1
5.1 ; 5.05 ; 0.1
5.1 ; 5.1 ; 0.1
5.1 ; 5.15 ; 0.1
5.1 ; 5.2 ; 0.1
5.1 ; 5.25 ; 0.1
5.1 ; 5.3 ; 0.1
5.1 ; 5.35 ; 0.1
5.1 ; 5.4 ; 0.1
5.1 ; 5.45 ; 0.1
5.1 ; 5.5 ; 0.1
5.1 ; 5.55 ; 0.1
5.1 ; 5.6 ; 0.1
5.1 ; 5.65 ; 0.1
5.1 ; 5.7 ; 0.1
5.1 ; 5.75001 ; 0.1
5.1 ; 5.8 ; 0.1
5.1 ; 5.85 ; 0.1
5.1 ; 5.90001 ; 0.1
5.1 ; 5.95001 ; 0.1
5.1 ; 6.00001 ; 0.1
5.1 ; 6.05001 ; 0.1
5.1 ; 6.10001 ; 0.1
5.1 ; 6.15001 ; 0.1
5.1 ; 6.20001 ; 0.1
5.1 ; 6.25001 ; 0.1
5.1 ; 6.30001 ; 0.1
5.1 ; 6.35001 ; 0.1
5.1 ; 6.40001 ; 0.1
5.1 ; 6.45001 ; 0.1
5.1 ; 6.50001 ; 0.1
5.1 ; 6.55001 ; 0.1
5.1 ; 6.60001 ; 0.1
5.1 ; 6.65001 ; 0.1
5.1 ; 6.70001 ; 0.1
5.1 ; 6.75001 ; 0.1
5.1 ; 6.80001 ; 0.1
5.1 ; 6.85001 ; 0.1
5.1 ; 6.90001 ; 0.1
5.1 ; 6.95001 ; 0.1
5.1 ; 7.00001 ; 0.1
5.1 ; 7.05001 ; 0.1
5.1 ; 7.10001 ; 0.1
5.1 ; 7.15001 ; 0.1
5.1 ; 7.20001 ; 0.1
5.1 ; 7.25001 ; 0.1
5.1 ; 7.30001 ; 0.1
5.1 ; 7.35001 ; 0.1
5.1 ; 7.40001 ; 0.1
5.1 ; 7.45001 ; 0.1
5.1 ; 7.50001 ; 0.1
5.1 ; 7.55001 ; 0.1
5.1 ; 7.60001 ; 0.1
5.1 ; 7.65001 ; 0.1
5.1 ; 7.70001 ; 0.1
5.1 ; 7.75001 ; 0.1
5.1 ; 7.80001 ; 0.1
5.1 ; 7.85001 ; 0.1
5.1 ; 7.90001 ; 0.1
5.1 ; 7.95001 ; 0.1
5.1 ; 8.00001 ; 0.1
5.1 ; 8.05001 ; 0.1
5.1 ; 8.10001 ; 0.1
5.1 ; 8.15001 ; 0.1
5.1 ; 8.20001 ; 0.1
5.1 ; 8.25001 ; 0.1
5.1 ; 8.30002 ; 0.1
5.1 ; 8.35001 ; 0.1
5.1 ; 8.40001 ; 0.1
5.1 ; 8.45002 ; 0.1
5.1 ; 8.50001 ; 0.1
5.1 ; 8.55002 ; 0.1
5.1 ; 8.60002 ; 0.1
5.1 ; 8.65002 ; 0.1
5.1 ; 8.70002 ; 0.1
5.1 ; 8.75002 ; 0.1
5.1 ; 8.80002 ; 0.1
5.1 ; 8.85002 ; 0.1
5.1 ; 8.90002 ; 0.1
5.1 ; 8.95002 ; 0.1
5.1 ; 9.00002 ; 0.1
5.1 ; 9.05002 ; 0.1
5.1 ; 9.10002 ; 0.1
5.1 ; 9.15002 ; 0.1
5.1 ; 2.15 ; 0.1
5.1 ; 2.2 ; 0.1
5.1 ; 2.25 ; 0.1
5.1 ; 2.3 ; 0.1
5.1 ; 2.35 ; 0.1
5.1 ; 2.4 ; 0.1
5.1 ; 2.45 ; 0.1
5.1 ; 2.5 ; 0.1
5.1 ; 2.55 ; 0.1
5.1 ; 2.6 ; 0.1
5.1 ; 2.65 ; 0.1
5.1 ; 2.7 ; 0.1
5.1 ; 2.75 ; 0.1
5.1 ; 2.8 ; 0.1
5.1 ; 2.85 ; 0.1
5.1 ; 2.9 ; 0.1
5.1 ; 2.95 ; 0.1
5.1 ; 3 ; 0.1
5.1 ; 3.05 ; 0.1
5.1 ; 3.1 ; 0.1
5.1 ; 3.15 ; 0.1
5.1 ; 3.2 ; 0.1
5.1 ; 3.25 ; 0.1
5.1 ; 3.3 ; 0.1
5.1 ; 3.35 ; 0.1
5.1 ; 3.4 ; 0.1
5.1 ; 3.45 ; 0.1
5.1 ; 3.5 ; 0.1
5.1 ; 3.55 ; 0.1
5.1 ; 3.6 ; 0.1
5.1 ; 3.65 ; 0.1
5.1 ; 3.7 ; 0.1
5.1 ; 3.75 ; 0.1
5.1 ; 3.8 ; 0.1
